Landing_Page_Size_In_KB,Same Landing Domain,Has Bank Related Keywords,Has Crypto Related Keywords,Has Card Related Keywords,Unique_Internal_Page_Link_Cnt,Unique_External_Page_Link_Cnt,Avg_External_Links_Len,Stdv_External_Links_Len,Ratio_Shortened_URL_And_External_Links,Ratio_Social_Media_Links_And_External_Links,Has_Google_Form_External_Link,Has_Paypal_External_Link,Is Cheapest TLD,Is Combined TLD,Spamhaus TLD Rank,Domain Letter Count,Domain Digit Rate,Domain Hyphen Count,xn-- Present,Money Keyword Check,Help Keyword Check,Campaign Keyword Check,War Keyword Check,For and To Keyword Check,Number Instead of Word,Is WhoIs Registrar Available,Is SSL Certificate Retrievable,K-means Label,KMedoids Label,Hierarchical Label,DBSCAN Label,GMM Label,IPQS_Flag,Domain
2.16,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,15,0.211,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,ukrainekongress2022.de
113.11,1,1,0,1,2,79,58.15,42.71,0.01,0.05,1,0,0,0,0.16,13,0.0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,ukraine-latvia.com
74.2,1,0,0,0,16,6,43.5,16.89,0.0,0.0,0,0,0,0,0.05,15,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,ukrainelegalaid.org
1083.52,1,0,0,1,1,2,69.0,40.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainelegion.com
509.56,1,0,0,0,8,1,44.0,0.0,0.0,0.0,0,0,1,0,0.01,14,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-leipzig.de
155.99,1,0,0,0,19,2,44.5,0.5,0.0,0.5,0,0,0,0,0.05,18,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainelibertyfund.org
4.77,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukrainelifering.com
4.8,1,0,0,0,2,2,27.5,8.5,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,0,ukrainelinks.com
195.75,1,0,0,0,17,4,32.75,7.98,0.0,0.5,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,ukrainelives.org
1.06,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukrainelove.com
113.83,1,0,0,0,13,2,76.5,46.5,0.0,0.0,0,0,0,0,0.01,14,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-maribor.si
3.65,1,0,0,0,1,1,52.0,0.0,0.0,0.0,0,0,1,0,0.08,13,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,1,ukrainemarket.pl
38.37,1,0,0,0,12,1,78.0,0.0,0.0,0.0,0,0,0,0,0.01,12,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,ukrainematch.dk
53.82,1,0,0,0,27,1,27.0,0.0,0.0,0.0,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainematomechannel.com
11.38,1,0,0,0,1,12,39.0,19.64,0.0,0.25,0,1,0,0,0.16,14,0.0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,ukraine-matters.com
91.56,1,0,0,0,18,8,98.38,101.86,0.12,0.5,0,0,0,0,0.05,14,0.0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,0,1,ukraine-matters.org
595.8,0,1,0,0,48,5,47.8,41.85,0.0,0.4,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemeal.com
595.8,0,1,0,0,48,5,47.8,41.85,0.0,0.4,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemeal.org
595.8,0,1,0,0,48,5,47.8,41.85,0.0,0.4,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemeals.com
595.8,0,1,0,0,48,5,47.8,41.85,0.0,0.4,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemeals.org
19.3,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,21,0.0,3,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,ukraine-med-hilfe-maryna.de
449.6,0,0,0,0,1,7,38.57,14.04,0.0,0.57,0,0,0,1,0.12,17,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,ukrainemedicalaid.co.uk
0.81,1,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,ukrainemerch.com
364.62,1,0,0,0,1,51,36.53,14.03,0.0,0.06,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainemetaversity.com
834.68,1,0,1,0,1,7,40.14,27.8,0.0,0.14,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemint.com
1178.48,1,0,0,0,6,2,45.5,0.5,0.0,1.0,0,0,0,1,0.12,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainemission.co.uk
114.03,0,0,0,0,7,2,56.5,8.5,0.0,1.0,0,0,0,0,0.16,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainemke.com
59.8,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,ukrainemontreal.com
4.21,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,ukrainemosaic.com
148.77,1,0,0,0,7,2,43.0,6.0,0.0,1.0,0,0,0,0,0.16,16,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemutualaid.com
148.77,1,0,0,0,7,2,43.0,6.0,0.0,1.0,0,0,0,0,0.05,16,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,ukrainemutualaid.org
22.24,1,0,0,0,1,2,40.5,0.5,0.0,1.0,0,0,0,1,0.12,15,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,ukrainenaturals.co.uk
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,ukraineneedhelp.com
17.74,1,0,0,0,1,3,22.67,2.62,0.0,1.0,0,0,0,0,0.16,19,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,ukraineneedsvehicle.com
175.26,1,0,0,0,7,1,141.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraineneedsyou.org
988.79,1,0,0,0,61,4,39.25,4.15,0.0,0.75,0,0,0,0,0.12,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainenews.co
142.75,0,0,0,0,2,9,28.11,10.72,0.11,0.44,0,0,1,0,0.36,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainenews.one
0.89,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,11,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,ukrainenews.place
118.2,1,0,0,0,49,1,42.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainenewsstories.com
22.83,1,0,0,0,13,5,76.6,31.5,0.0,0.4,0,0,1,0,0.01,10,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,ukraine-nhg.de
45.8,1,0,0,0,2,2,71.0,30.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,ukrainenotalone.com
1.18,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.13,10,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukrainenow.net
38.58,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,ukrainenow.online
15.71,1,0,0,0,5,1,82.0,0.0,0.0,0.0,0,0,0,0,0.0,15,0.0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,2,0,ukraineobserver.earth
3.57,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,ukraineonchain.com
108.99,1,1,1,0,12,2,57.0,15.0,0.0,0.5,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraineonfire.org
102.94,1,0,0,0,21,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,13,0.0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,ukraineonline.dk
177.2,1,0,0,0,78,0,0.0,0.0,0.0,0.0,0,0,0,0,0.55,13,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-online.info
1465.64,1,0,0,0,11,6,40.17,15.68,0.0,0.5,0,1,0,0,0.16,10,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukraine-org.com
24.63,1,0,0,0,4,1,20.0,0.0,0.0,0.0,0,0,0,0,0.01,15,0.0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ukraine-orthodox.ch
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,ukraineoutreach.com
112.59,0,0,0,0,2,6,47.5,20.43,0.0,0.67,1,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraineparenting.com
112.59,0,0,0,0,2,6,47.5,20.43,0.0,0.67,1,0,0,0,0.05,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraineparenting.org
257.76,1,0,0,0,19,2,32.5,7.5,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,ukrainepatches.com
184.61,1,0,0,0,143,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainepetrescue.com
206.73,1,0,0,0,22,5,40.0,10.75,0.4,0.6,1,0,0,0,0.05,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainepfa.org
233.1,1,0,0,0,7,3,54.67,10.87,0.0,0.33,0,0,0,0,0.16,22,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,ukraineplebeianhelpers.com
1.01,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,11,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukraine-plus.com
55.17,1,0,0,0,1,1,33.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainepoetry.com
747.99,1,0,0,0,2,4,34.75,6.18,0.25,1.0,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainepride.org
57.59,1,0,0,0,1,1,139.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,1,ukraineprojects.com
38.41,1,0,0,0,8,1,41.0,0.0,0.0,0.0,0,0,0,0,0.01,14,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,ukraine-projekt.ch
44.23,1,0,0,0,15,2,21.5,2.5,0.0,1.0,0,0,0,0,0.55,8,0.0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,ukrainer.info
129.62,1,0,0,0,38,0,0.0,0.0,0.0,0.0,0,0,1,0,0.15,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainer.site
109.81,1,1,0,1,2,9,83.44,75.04,0.0,0.22,0,1,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,ukrainerapidrelief.com
109.64,1,1,0,1,2,9,83.44,75.04,0.0,0.22,0,1,0,0,0.05,18,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,ukrainerapidrelief.org
89.22,1,0,0,0,18,3,33.0,6.48,0.0,0.0,0,0,1,0,0.01,17,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,ukrainer-aufnehmen.de
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukraineready.com
1737.48,1,1,0,0,10,22,38.91,29.49,0.05,0.18,0,1,0,0,0.01,13,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,ukraine-reborn.ch
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,ukrainerebuildfund.com
188.75,1,0,0,0,33,3,53.67,4.5,0.0,1.0,0,0,0,0,0.05,25,0.0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainereconstructionfund.org
589.58,1,0,0,0,7,2,29.5,5.5,0.5,0.0,1,0,0,0,0.16,21,0.0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukraine-refugee-shuttle.com
4.6,1,0,0,0,1,1,21.0,0.0,0.0,0.0,0,0,0,0,0.16,31,0.0,3,0,0,0,0,0,0,0,1,0,1,2,3,0,2,0,ukraine-refugees-shelter-waldkirch.com
153.0,1,0,0,0,4,1,23.0,0.0,0.0,0.0,0,0,0,0,0.16,21,0.0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,ukraine-refugee-support.com
45.75,1,0,0,0,22,10,49.5,37.14,0.0,0.1,0,0,1,0,0.01,17,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,ukraine-regensburg.de
271.4,1,1,0,0,10,11,38.55,12.94,0.0,0.18,0,0,0,1,0.05,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainerelief.org.uk
256.86,1,0,0,1,4,5,90.6,15.47,0.0,0.6,0,0,0,0,0.05,16,0.0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,ukraine-relief-aid.org
131.29,1,0,0,0,13,2,62.5,8.5,0.0,0.0,0,0,0,0,0.05,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainereliefcoalition.org
1902.88,1,0,0,0,7,14,31.93,9.19,0.0,0.14,0,0,0,0,0.05,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainereliefeffort.org
204.98,1,0,0,0,2,6,82.5,66.82,0.0,0.5,0,0,0,0,0.03,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainereliefgroup.uk
49.91,1,0,0,0,6,2,54.5,0.5,0.0,0.5,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ukrainereliefprogram.com
0.49,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukraineresources.com
76.5,1,0,0,0,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,ukraineresponse.com
4.67,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,ukraineresponse.org
6.01,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukrainerevival.com
65.57,1,0,0,0,1,2,52.0,13.0,0.0,0.5,0,0,0,0,0.01,14,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,ukrainerinbern.ch
77.08,1,0,0,0,113,11,50.09,21.06,0.18,0.36,0,0,0,0,0.16,21,0.0,2,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ukrainer-in-deutschland.com
989.06,1,0,0,0,6,2,44.5,3.5,0.0,1.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainerobotics.com
182.78,1,0,0,0,7,2,31.0,7.0,0.0,0.0,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainerocs.com
7.11,1,0,0,0,3,2,27.5,0.5,0.5,0.0,0,0,1,0,0.13,9,0.0,1,0,0,0,0,0,0,0,1,1,2,1,3,0,2,1,ukraine-rp.online
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,9,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,ukrainers.org
150.81,1,0,0,0,14,1,19.0,0.0,0.0,0.0,0,0,0,0,0.05,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainerun.org
479.85,1,0,1,0,189,4,31.25,1.92,0.25,0.5,0,0,0,0,0.05,16,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,ukrainerussiawar.org
16.51,1,0,0,0,1,6,40.17,14.24,0.0,0.5,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ukrainerussie.org
1.06,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.55,8,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,ukraines.info
83.3,0,0,0,0,116,5,44.6,26.16,0.0,0.2,0,0,1,0,0.19,8,0.0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,ukraines.work
86.71,1,0,0,0,47,23,41.13,34.01,0.0,0.22,0,0,0,0,0.02,16,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,ukrainesafehaven.ca
172.34,1,0,0,1,32,1,88.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainesales.com
38.24,1,0,0,0,2,2,69.0,28.0,0.0,0.0,0,0,0,0,0.16,11,0.0,0,0,0,1,0,0,0,0,0,1,2,2,3,0,2,1,ukrainesave.com
129.01,1,0,0,1,23,4,35.75,5.93,0.0,0.25,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,ukraineschool.com
2.68,1,1,0,0,6,1,37.0,0.0,0.0,0.0,0,0,0,0,0.02,11,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,ukrainesenb.ca
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,10,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukraine-sex.online
114.79,1,0,0,0,6,8,45.12,42.25,0.0,0.25,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraineshelter.com
96.47,1,0,0,0,9,9,21.83,10.87,0.0,0.42,0,0,0,0,0.04,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukraineshien.jp
45.42,1,0,1,0,1,2,32.0,5.0,1.0,0.5,0,0,0,0,0.16,13,0.0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,ukraine-snacks.com
1.08,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,18,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,ukraine-soforthilfe.de
93.84,1,1,0,0,9,5,44.6,20.85,0.2,0.2,0,0,0,0,0.05,17,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-solidarity.org
141.92,1,0,0,0,16,14,36.36,17.88,0.07,0.21,0,0,0,0,0.05,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainesolidaritybus.org
52.23,1,1,0,0,2,2,71.5,30.5,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,0,ukrainesolutions.com
114.93,1,1,0,0,12,13,31.46,11.82,0.0,0.15,0,0,1,0,0.06,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,ukraine-sos.eu
49.87,1,0,0,0,2,2,69.5,28.5,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,2,1,ukrainespace.com
109.56,1,0,0,0,24,6,38.17,7.27,0.17,0.67,0,0,0,0,0.16,13,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-speaks.com
1.81,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.08,13,0.0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,ukrainespirit.art
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukrainesponsor.com
47.36,1,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainesrelief.com
42.57,0,1,0,0,2,2,70.0,29.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,ukrainestamps.com
868.31,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainestimmen.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,ukrainestockmarket.com
52.47,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,ukrainestocks.com
1548.27,1,0,0,0,17,4,32.0,6.96,0.0,0.75,0,0,0,0,0.16,13,0.071,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainestore4u.com
1056.11,1,0,0,0,9,4,59.25,43.24,0.0,0.5,0,0,0,0,0.16,14,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-stories.com
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.55,13,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,ukraine-storis.info
54.17,1,0,0,0,2,3,50.33,8.34,0.0,0.33,0,0,0,0,0.16,12,0.0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,ukraine-story.com
3.65,1,0,0,0,1,1,26.0,0.0,0.0,0.0,0,0,0,0,0.02,13,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,ukrainestrong.ca
216.77,1,0,0,0,7,1,41.0,0.0,0.0,1.0,0,0,0,0,0.02,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukrainestrong.foundation
98.32,0,0,0,0,5,20,42.85,18.67,0.0,0.0,1,1,1,0,0.06,13,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,ukrainestrong.tech
52.75,1,0,0,0,2,2,28.0,13.0,0.0,0.0,0,0,0,0,0.12,14,0.0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,2,1,ukrainesupport.co
50.99,1,0,0,0,14,1,24.0,0.0,0.0,0.0,0,0,1,0,0.01,14,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-support.de
733.29,0,0,0,0,1,1,32.0,0.0,0.0,0.0,0,0,0,0,0.01,14,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,ukrainesupport.it
733.29,0,0,0,0,1,1,32.0,0.0,0.0,0.0,0,0,0,0,0.01,14,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,ukraine-support.it
44.85,1,0,0,0,1,5,35.4,15.63,0.0,0.0,0,0,0,0,0.04,14,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,ukrainesupport.jp
50.07,1,0,0,0,38,5,38.2,5.98,0.0,0.8,0,0,0,0,0.04,14,0.0,1,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,ukraine-support.jp
70.45,0,0,0,0,6,3,34.67,7.36,0.0,0.33,0,1,0,0,0.16,24,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,ukrainesupportfoundation.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,ukrainesupportfund.com
496.52,1,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,19,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,ukrainesupportgroup.ch
118.02,1,0,0,0,14,2,62.0,26.0,0.0,0.0,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,ukrainesupportmerch.com
70.45,1,0,0,0,6,3,34.67,7.36,0.0,0.33,0,1,0,0,0.16,21,0.0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,2,0,ukrainesupportnetwork.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,ukrainesustain.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.13,14,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,ukrainesustain.net
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,ukrainesustain.org
574.1,1,0,0,0,34,4,35.25,9.86,0.0,0.5,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ukraineswindon.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,18,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,ukrainetakeshelter.org
91.15,1,0,0,1,42,6,55.5,15.25,0.17,0.67,0,0,0,0,0.05,16,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,ukrainetaskforce.org
77.46,1,0,0,0,11,1,52.0,0.0,0.0,0.0,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainetjdoc.org
1.2,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,ukrainetodenmark.com
517.31,1,0,0,0,1,2,28.0,1.0,0.0,1.0,0,0,0,0,0.55,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ukrainetoken.info
